"CODIGO_MACRO","NOME_MACRO","CODIGO_UF","UF","NOME_UF","CODIGO_MESO","NOME_MESO","CODIGO_MICRO","NOME_MICRO","COD_MUN_TSE","COD_MUN_IBGE","NOME_MUNICIPIO"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","004","RIO BRANCO","01120","1200013","ACRELÂNDIA"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","005","BRASILÉIA","01570","1200054","ASSIS BRASIL"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","005","BRASILÉIA","01058","1200104","BRASILÉIA"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","004","RIO BRANCO","01007","1200138","BUJARI"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","004","RIO BRANCO","01015","1200179","CAPIXABA"
"01","NORTE","12","AC","ACRE","01","VALE DO JURUÁ","001","CRUZEIRO DO SUL","01074","1200203","CRUZEIRO DO SUL"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","005","BRASILÉIA","01112","1200252","EPITACIOLÂNDIA"
"01","NORTE","12","AC","ACRE","01","VALE DO JURUÁ","002","TARAUACÁ","01139","1200302","FEIJÓ"
"01","NORTE","12","AC","ACRE","01","VALE DO JURUÁ","002","TARAUACÁ","01104","1200328","JORDÃO"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","003","SENA MADUREIRA","01554","1200344","MANOEL URBANO"
"01","NORTE","12","AC","ACRE","01","VALE DO JURUÁ","001","CRUZEIRO DO SUL","01040","1200351","MARECHAL THAUMATURGO"
"01","NORTE","12","AC","ACRE","01","VALE DO JURUÁ","001","CRUZEIRO DO SUL","01090","1200336","MÂNCIO LIMA"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","004","RIO BRANCO","01511","1200385","PLÁCIDO DE CASTRO"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","004","RIO BRANCO","01023","1200807","PORTO ACRE"
"01","NORTE","12","AC","ACRE","01","VALE DO JURUÁ","001","CRUZEIRO DO SUL","01066","1200393","PORTO WALTER"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","004","RIO BRANCO","01392","1200401","RIO BRANCO"
"01","NORTE","12","AC","ACRE","01","VALE DO JURUÁ","001","CRUZEIRO DO SUL","01082","1200427","RODRIGUES ALVES"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","003","SENA MADUREIRA","01031","1200435","SANTA ROSA DO PURUS"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","003","SENA MADUREIRA","01457","1200500","SENA MADUREIRA"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","004","RIO BRANCO","01538","1200450","SENADOR GUIOMARD"
"01","NORTE","12","AC","ACRE","01","VALE DO JURUÁ","002","TARAUACÁ","01473","1200609","TARAUACÁ"
"01","NORTE","12","AC","ACRE","02","VALE DO ACRE","005","BRASILÉIA","01490","1200708","XAPURI"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","012","SÃO MIGUEL DOS CAMPOS","27030","2700201","ANADIA"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","27057","2700300","ARAPIRACA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27073","2700409","ATALAIA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","27090","2700508","BARRA DE SANTO ANTÔNIO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","27111","2700607","BARRA DE SÃO MIGUEL"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","004","BATALHA","27138","2700706","BATALHA"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","004","BATALHA","27170","2700904","BELO MONTE"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","27154","2700805","BELÉM"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","012","SÃO MIGUEL DOS CAMPOS","27197","2701001","BOCA DA MATA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27219","2701100","BRANQUINHA"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","27235","2701209","CACIMBINHAS"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27251","2701308","CAJUEIRO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27081","2701357","CAMPESTRE"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","012","SÃO MIGUEL DOS CAMPOS","27278","2701407","CAMPO ALEGRE"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","27294","2701506","CAMPO GRANDE"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","001","SERRANA DO SERTÃO ALAGOANO","27316","2701605","CANAPI"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27332","2701704","CAPELA"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","27359","2701803","CARNEIROS"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","008","SERRANA DOS QUILOMBOS","27375","2701902","CHÃ PRETA"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","27391","2702009","COITÉ DO NÓIA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27413","2702108","COLÔNIA LEOPOLDINA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","27430","2702207","COQUEIRO SECO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","012","SÃO MIGUEL DOS CAMPOS","27456","2702306","CORURIPE"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","28894","2702355","CRAÍBAS"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","002","ALAGOANA DO SERTÃO DO SÃO FRANCISCO","27472","2702405","DELMIRO GOUVEIA"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","27499","2702504","DOIS RIACHOS"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","27049","2702553","ESTRELA DE ALAGOAS"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","27510","2702603","FEIRA GRANDE"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","013","PENEDO","27537","2702702","FELIZ DESERTO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27553","2702801","FLEXEIRAS"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","27570","2702900","GIRAU DO PONCIANO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","008","SERRANA DOS QUILOMBOS","27596","2703007","IBATEGUARA"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","27618","2703106","IGACI"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","013","PENEDO","27634","2703205","IGREJA NOVA"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","001","SERRANA DO SERTÃO ALAGOANO","27650","2703304","INHAPI"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","004","BATALHA","27677","2703403","JACARÉ DOS HOMENS"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27693","2703502","JACUÍPE"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","010","LITORAL NORTE ALAGOANO","27715","2703601","JAPARATINGA"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","004","BATALHA","27731","2703700","JARAMATAIA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","012","SÃO MIGUEL DOS CAMPOS","27065","2703759","JEQUIÁ DA PRAIA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27758","2703809","JOAQUIM GOMES"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","27774","2703908","JUNDIÁ"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","012","SÃO MIGUEL DOS CAMPOS","27790","2704005","JUNQUEIRO"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","27812","2704104","LAGOA DA CANOA"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","27839","2704203","LIMOEIRO DE ANADIA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","27855","2704302","MACEIÓ"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","004","BATALHA","27871","2704401","MAJOR ISIDORO"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","27979","2704906","MAR VERMELHO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","010","LITORAL NORTE ALAGOANO","27898","2704500","MARAGOGI"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","27910","2704609","MARAVILHA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","27936","2704708","MARECHAL DEODORO"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","27952","2704807","MARIBONDO"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","001","SERRANA DO SERTÃO ALAGOANO","27995","2705002","MATA GRANDE"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","28010","2705101","MATRIZ DE CAMARAGIBE"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","28037","2705200","MESSIAS"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","28053","2705309","MINADOR DO NEGRÃO"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","004","BATALHA","28070","2705408","MONTEIRÓPOLIS"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","28096","2705507","MURICI"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","28118","2705606","NOVO LINO"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","004","BATALHA","28134","2705705","OLHO D ÁGUA DAS FLORES"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","002","ALAGOANA DO SERTÃO DO SÃO FRANCISCO","28150","2705804","OLHO D ÁGUA DO CASADO"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","007","TRAIPU","28177","2705903","OLHO D ÁGUA GRANDE"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","004","BATALHA","28193","2706000","OLIVENÇA"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","28215","2706109","OURO BRANCO"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","28231","2706208","PALESTINA"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","28258","2706307","PALMEIRA DOS ÍNDIOS"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","001","SERRANA DO SERTÃO ALAGOANO","27022","2706422","PARICONHA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","27006","2706448","PARIPUEIRA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","010","LITORAL NORTE ALAGOANO","28290","2706505","PASSO DE CAMARAGIBE"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","28312","2706604","PAULO JACINTO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","013","PENEDO","28339","2706703","PENEDO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","013","PENEDO","28355","2706802","PIAÇABUÇU"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","28371","2706901","PILAR"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","008","SERRANA DOS QUILOMBOS","28398","2707008","PINDOBA"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","002","ALAGOANA DO SERTÃO DO SÃO FRANCISCO","28410","2707107","PIRANHAS"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","28452","2707305","PORTO CALVO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","010","LITORAL NORTE ALAGOANO","28479","2707404","PORTO DE PEDRAS"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","013","PENEDO","28495","2707503","PORTO REAL DO COLÉGIO"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","28436","2707206","POÇO DAS TRINCHEIRAS"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","28274","2706406","PÃO DE AÇÚCAR"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","28517","2707602","QUEBRANGULO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","28533","2707701","RIO LARGO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","012","SÃO MIGUEL DOS CAMPOS","28550","2707800","ROTEIRO"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","28576","2707909","SANTA LUZIA DO NORTE"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","28592","2708006","SANTANA DO IPANEMA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","008","SERRANA DOS QUILOMBOS","28614","2708105","SANTANA DO MUNDAÚ"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","011","MACEIÓ","28770","2708907","SATUBA"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","28916","2708956","SENADOR RUI PALMEIRA"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","007","TRAIPU","28630","2708204","SÃO BRÁS"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","008","SERRANA DOS QUILOMBOS","28657","2708303","SÃO JOSÉ DA LAJE"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","003","SANTANA DO IPANEMA","28673","2708402","SÃO JOSÉ DA TAPERA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","009","MATA ALAGOANA","28690","2708501","SÃO LUÍS DO QUITUNDE"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","012","SÃO MIGUEL DOS CAMPOS","28711","2708600","SÃO MIGUEL DOS CAMPOS"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","010","LITORAL NORTE ALAGOANO","28738","2708709","SÃO MIGUEL DOS MILAGRES"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","28754","2708808","SÃO SEBASTIÃO"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","005","PALMEIRA DOS ÍNDIOS","28797","2709004","TANQUE D ARCA"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","006","ARAPIRACA","28819","2709103","TAQUARANA"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","012","SÃO MIGUEL DOS CAMPOS","28932","2709152","TEOTÔNIO VILELA"
"02","NORDESTE","27","AL","ALAGOAS","02","AGRESTE ALAGOANO","007","TRAIPU","28835","2709202","TRAIPU"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","008","SERRANA DOS QUILOMBOS","28851","2709301","UNIÃO DOS PALMARES"
"02","NORDESTE","27","AL","ALAGOAS","03","LESTE ALAGOANO","008","SERRANA DOS QUILOMBOS","28878","2709400","VIÇOSA"
"02","NORDESTE","27","AL","ALAGOAS","01","SERTÃO ALAGOANO","001","SERRANA DO SERTÃO ALAGOANO","27014","2700102","ÁGUA BRANCA"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","005","TEFÉ","02895","1300029","ALVARÃES"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","003","ALTO SOLIMÕES","02917","1300060","AMATURÁ"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","006","COARI","02933","1300086","ANAMÃ"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","006","COARI","02038","1300102","ANORI"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","013","MADEIRA","02003","1300144","APUÍ"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","003","ALTO SOLIMÕES","02054","1300201","ATALAIA DO NORTE"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","007","MANAUS","02070","1300300","AUTAZES"
"01","NORTE","13","AM","AMAZONAS","01","NORTE AMAZONENSE","001","RIO NEGRO","02097","1300409","BARCELOS"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","010","PARINTINS","02119","1300508","BARREIRINHA"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","003","ALTO SOLIMÕES","02135","1300607","BENJAMIN CONSTANT"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","006","COARI","02950","1300631","BERURI"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","010","PARINTINS","02976","1300680","BOA VISTA DO RAMOS"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","011","BOCA DO ACRE","02151","1300706","BOCA DO ACRE"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","013","MADEIRA","02178","1300805","BORBA"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","006","COARI","02992","1300839","CAAPIRANGA"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","012","PURUS","02194","1300904","CANUTAMA"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","004","JURUÁ","02216","1301001","CARAUARI"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","007","MANAUS","02232","1301100","CAREIRO"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","007","MANAUS","02046","1301159","CAREIRO DA VÁRZEA"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","006","COARI","02259","1301209","COARI"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","006","COARI","02275","1301308","CODAJÁS"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","004","JURUÁ","02291","1301407","EIRUNEPÉ"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","004","JURUÁ","02313","1301506","ENVIRA"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","003","ALTO SOLIMÕES","02330","1301605","FONTE BOA"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","004","JURUÁ","02020","1301654","GUAJARÁ"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","013","MADEIRA","02356","1301704","HUMAITÁ"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","004","JURUÁ","02399","1301803","IPIXUNA"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","007","MANAUS","98353","1301852","IRANDUBA"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","009","ITACOATIARA","02410","1301902","ITACOATIARA"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","004","JURUÁ","98370","1301951","ITAMARATI"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","009","ITACOATIARA","02437","1302009","ITAPIRANGA"
"01","NORTE","13","AM","AMAZONAS","01","NORTE AMAZONENSE","002","JAPURÁ","02453","1302108","JAPURÁ"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","004","JURUÁ","02470","1302207","JURUÁ"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","003","ALTO SOLIMÕES","02496","1302306","JUTAÍ"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","012","PURUS","02518","1302405","LÁBREA"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","007","MANAUS","02534","1302504","MANACAPURU"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","007","MANAUS","98396","1302553","MANAQUIRI"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","007","MANAUS","02550","1302603","MANAUS"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","013","MADEIRA","02577","1302702","MANICORÉ"
"01","NORTE","13","AM","AMAZONAS","01","NORTE AMAZONENSE","002","JAPURÁ","02593","1302801","MARAÃ"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","010","PARINTINS","02615","1302900","MAUÉS"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","010","PARINTINS","02631","1303007","NHAMUNDÁ"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","009","ITACOATIARA","02658","1303106","NOVA OLINDA DO NORTE"
"01","NORTE","13","AM","AMAZONAS","01","NORTE AMAZONENSE","001","RIO NEGRO","02011","1303205","NOVO AIRÃO"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","013","MADEIRA","02674","1303304","NOVO ARIPUANÃ"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","010","PARINTINS","02690","1303403","PARINTINS"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","011","BOCA DO ACRE","02712","1303502","PAUINI"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","008","RIO PRETO DA EVA","98418","1303536","PRESIDENTE FIGUEIREDO"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","008","RIO PRETO DA EVA","98434","1303569","RIO PRETO DA EVA"
"01","NORTE","13","AM","AMAZONAS","01","NORTE AMAZONENSE","001","RIO NEGRO","02372","1303601","SANTA ISABEL DO RIO NEGRO"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","003","ALTO SOLIMÕES","02739","1303700","SANTO ANTÔNIO DO IÇÁ"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","009","ITACOATIARA","02771","1304005","SILVES"
"01","NORTE","13","AM","AMAZONAS","01","NORTE AMAZONENSE","001","RIO NEGRO","02836","1303809","SÃO GABRIEL DA CACHOEIRA"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","003","ALTO SOLIMÕES","02755","1303908","SÃO PAULO DE OLIVENÇA"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","010","PARINTINS","98450","1303957","SÃO SEBASTIÃO DO UATUMÃ"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","003","ALTO SOLIMÕES","98477","1304062","TABATINGA"
"01","NORTE","13","AM","AMAZONAS","04","SUL AMAZONENSE","012","PURUS","02798","1304104","TAPAUÁ"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","005","TEFÉ","02810","1304203","TEFÉ"
"01","NORTE","13","AM","AMAZONAS","02","SUDOESTE AMAZONENSE","003","ALTO SOLIMÕES","98515","1304237","TONANTINS"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","005","TEFÉ","98493","1304260","UARINI"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","010","PARINTINS","02852","1304302","URUCARÁ"
"01","NORTE","13","AM","AMAZONAS","03","CENTRO AMAZONENSE","009","ITACOATIARA","02879","1304401","URUCURITUBA"
"01","NORTE","16","AP","AMAPÁ","01","NORTE DO AMAPÁ","002","AMAPÁ","06017","1600105","AMAPÁ"
"01","NORTE","16","AP","AMAPÁ","01","NORTE DO AMAPÁ","001","OIAPOQUE","06033","1600204","CALÇOENE"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","003","MACAPÁ","06068","1600212","CUTIAS"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","003","MACAPÁ","06114","1600238","FERREIRA GOMES"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","003","MACAPÁ","06041","1600253","ITAUBAL"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","004","MAZAGÃO","06130","1600279","LARANJAL DO JARI"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","003","MACAPÁ","06050","1600303","MACAPÁ"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","004","MAZAGÃO","06076","1600402","MAZAGÃO"
"01","NORTE","16","AP","AMAPÁ","01","NORTE DO AMAPÁ","001","OIAPOQUE","06092","1600501","OIAPOQUE"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","003","MACAPÁ","06084","1600154","PEDRA BRANCA DO AMAPARI"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","003","MACAPÁ","06025","1600535","PORTO GRANDE"
"01","NORTE","16","AP","AMAPÁ","01","NORTE DO AMAPÁ","002","AMAPÁ","06009","1600550","PRACUÚBA"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","003","MACAPÁ","06157","1600600","SANTANA"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","003","MACAPÁ","06106","1600055","SERRA DO NAVIO"
"01","NORTE","16","AP","AMAPÁ","01","NORTE DO AMAPÁ","002","AMAPÁ","06173","1600709","TARTARUGALZINHO"
"01","NORTE","16","AP","AMAPÁ","02","SUL DO AMAPÁ","004","MAZAGÃO","06122","1600808","VITÓRIA DO JARI"
